"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","ETA1","Classe di età","POSIZPROF","Posizione professionale","CARATT_OCC","Carattere occupazione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2009-Q2","T2-2009",2132.37,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2009-Q4","T4-2009",2106.746,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2009-Q3","T3-2009",2104.304,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2010-Q2","T2-2010",2090.94,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2010-Q1","T1-2010",2109.945,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2010-Q4","T4-2010",2194.696,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2010-Q3","T3-2010",2123.633,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2011-Q1","T1-2011",2209.984,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2011-Q2","T2-2011",2239.163,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2011-Q4","T4-2011",2302.869,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2011-Q3","T3-2011",2272.545,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2012-Q2","T2-2012",2353.85,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2012-Q1","T1-2012",2313.931,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2012-Q4","T4-2012",2300.271,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2012-Q3","T3-2012",2336.848,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2013-Q1","T1-2013",2272.248,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2013-Q2","T2-2013",2203.966,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2013-Q4","T4-2013",2162.864,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2013-Q3","T3-2013",2177.845,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2014-Q2","T2-2014",2271.261,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2014-Q1","T1-2014",2227.732,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2014-Q4","T4-2014",2311.595,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2014-Q3","T3-2014",2284.422,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2015-Q1","T1-2015",2332.064,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2015-Q2","T2-2015",2354.191,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2015-Q4","T4-2015",2387.869,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2015-Q3","T3-2015",2423.968,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2016-Q2","T2-2016",2416.812,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2016-Q1","T1-2016",2349.632,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2016-Q4","T4-2016",2496.561,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2016-Q3","T3-2016",2444.527,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2017-Q1","T1-2017",2558.974,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2017-Q2","T2-2017",2679.187,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2017M12G7","07-Dic-2017","2017-Q3","T3-2017",2783.859,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1992-Q4","T4-1992",1678.929,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1993-Q1","T1-1993",1595.51,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1993-Q2","T2-1993",1549.073,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1993-Q4","T4-1993",1516.951,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1993-Q3","T3-1993",1560.137,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1994-Q2","T2-1994",1616.632,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1994-Q1","T1-1994",1559.45,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1994-Q4","T4-1994",1610.067,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1994-Q3","T3-1994",1603.041,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1995-Q1","T1-1995",1660.43,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1995-Q2","T2-1995",1621.463,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1995-Q4","T4-1995",1651.537,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1995-Q3","T3-1995",1651.467,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1996-Q2","T2-1996",1612.885,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1996-Q1","T1-1996",1611.129,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1996-Q4","T4-1996",1635.803,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1996-Q3","T3-1996",1636.759,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1997-Q1","T1-1997",1665.797,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1997-Q2","T2-1997",1674.948,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1997-Q4","T4-1997",1692.597,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1997-Q3","T3-1997",1706.466,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1998-Q2","T2-1998",1735.449,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1998-Q1","T1-1998",1773.696,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1998-Q4","T4-1998",1816.378,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1998-Q3","T3-1998",1754.152,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1999-Q1","T1-1999",1888.186,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1999-Q2","T2-1999",1919.594,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1999-Q4","T4-1999",1892.627,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","1999-Q3","T3-1999",1866.096,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2000-Q2","T2-2000",1975.784,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2000-Q1","T1-2000",1968.17,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2000-Q4","T4-2000",2062.926,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2000-Q3","T3-2000",1948.33,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2001-Q1","T1-2001",2010.793,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2001-Q2","T2-2001",1934.641,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2001-Q4","T4-2001",1960.18,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2001-Q3","T3-2001",1986.642,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2002-Q2","T2-2002",1980.827,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2002-Q1","T1-2002",1999.656,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2018M3G13","13-Mar-2018","2002-Q4","T4-2002",2003.529,,
